"SpecCode","Genus","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","AirBreathing","AirBreathingRef","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","VulnerabilityClimate","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
26830,"Annamia",12693,"(Hora, 1931)",NA,"Annor_u1.jpg",NA,NA,NA,720,NA,4426,NA,"elongated","O",NA,NA,0,1,0,0,"demersal","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,7.80000019073486,"SL",NA,NA,27732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Inhabits high gradient streams and rivers.  Typically found in shallow fast water over bedrock and cobble substrates (Ref. 12693).  Occurs in rapid-running mountain streams of the middle Mekong (Ref. 12975).  Feed on small benthic animals, primarily insect larvae.  Not fished commercially (Ref. 12693).",NA,0.75,0,97,1997-04-30,65,2014-02-27,10,2001-08-09,NA
65732,"Annamia",84796,"Nguyen, 2005",NA,"Anthu_u0.jpg",NA,NA,NA,720,NA,4426,NA,"elongated","O",NA,NA,0,1,0,0,"demersal","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,NA,NA,0.75,0,10,2010-08-23,303,2012-10-31,NA,NA,NA
1619,"Anodontostoma",188,"(Hamilton, 1822)","Chacunda gizzard shad","Ancha_u1.jpg",NA,NA,NA,794,NA,3877,NA,"fusiform / normal","R",NA,NA,0,1,1,1,"pelagic-neritic","WaterAssumed",NA,"anadromous",51243,0,50,188,NA,NA,NA,NA,NA,NA,NA,13.94,51,22,"SL",NA,NA,54980,14,"SL",NA,NA,3107,NA,NA,NA,"ANCHA_U2",NA,NA,NA,4931,"commercial","low","Reliable: based on ex-vessel price for this species",NA,"from 1,000 to 10,000","mainly Malaysia, area 57","seines",NA,1,1,1,1,0,1,0,1,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Pelagic inshore (Ref. 68964). Usually marine coastal, but ascends rivers to the upper tidal zone (Ref. 12693).  Occurs inshore and also in estuaries.  Feeds on diatoms, radiolarians, mollusks, copepods, and crustaceans (in that order of importance, at least in the Godavari estuary).  Breeds from November to February, mainly in the later part (Godavari estuary).  Marketed fresh, frozen, dried, dried-salted or boiled.  Made into fish balls.",NA,0.625,0,3,1990-10-17,1730,2024-01-22,3,1994-07-26,NA
1621,"Anodontostoma",188,"Wongratana, 1983","Thai gizzard shad","Antha_u1.gif",NA,NA,NA,794,NA,3877,NA,"fusiform / normal","R",NA,NA,0,0,1,1,"pelagic-neritic","WaterAssumed",NA,"anadromous",51243,0,50,188,NA,NA,NA,NA,NA,NA,NA,11.96,NA,18,"SL",NA,NA,188,12,"SL",NA,NA,188,NA,NA,NA,"ANTHA_U1",NA,NA,NA,171,"subsistence fisheries","low","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Occurs inshore and probably entering estuaries.  Its biology is probably similar to <i>A. chacunda</i>.",NA,0.625,0,3,1990-10-17,303,2013-07-15,3,1994-07-26,NA
8211,"Anoxypristis",8630,"(Latham, 1794)","Pointed sawfish","Ancus_u0.jpg",NA,NA,NA,16,NA,7964,NA,"elongated","O",NA,NA,0,1,1,1,"benthopelagic","WaterAssumed",NA,"amphidromous",51243,0,40,9859,NA,40,55270,NA,NA,NA,NA,90,NA,470,"TL",NA,NA,9859,NA,NA,NA,NA,NA,NA,NA,NA,"ANCUS_U0",NA,NA,NA,4537,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,1,0,0,0,1,0,0,1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,1,4537,"harmless",9859,"no special ability",NA,NA,1,"Found inshore, often in river deltas and estuaries; penetration well up rivers needs confirmation (Ref. 9859).  Common in sheltered bays with sandy bottoms.  More active swimmer than other sawfishes (Ref. 114953). Feeds on small fish, cuttlefish (Ref. 9859) and small benthic invertebrates such as prawns (Ref. 114953).  Ovoviviparous (Ref. 50449).  Most fecund sawfish, reported to reach sexual maturity at 2-3 years (Ref. 114953). Females have litters of  approximately 12 pups (Ref. 114953).  Generally harmless but its saw-like snout may cause serious injury when caught:  it is known thrash violently and vigorously (Ref. 9859).  Caught for its flesh and liver (which is rich in oil) in some parts of Asia (Ref. 6871).  Maximum lengths of up to 610 cm TL are based on unconfirmed reports (Ref. 9859).",NA,1.0077999830246,0,34,1993-08-13,2648,2018-07-10,134,1995-10-12,NA
5474,"Antennarius",6773,"(Shaw, 1794)","Striated frogfish","Anstr_u2.jpg",NA,"Anstr_f0.jpg",NA,192,NA,4744,NA,"short and / or deep","R",NA,"Chinese common names from Ref. 31517 should correspond to the different species names seen in the book.",0,0,1,1,"reef-associated","WaterAssumed",NA," ",NA,10,219,9710,NA,40,5288,NA,NA,NA,NA,15,NA,25,"TL",NA,NA,48635,10,"TL",NA,NA,3585,32.9000015258789,NA,118626,"ANSTR_U1",NA,NA,NA,NA,"of no interest","unknown",NA,NA," ",NA," "," ",0,0,0,0,0,1,0,0,0,0,"never/rarely"," ",NA,"never/rarely",NA,"commercial","based mainly on capture",NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Inhabit rocky and coral reefs, on rocks, sand or rubble (Ref. 9710).  Found in weedy estuaries along the east coast of southern Africa (Ref. 4113). Occurring in marine or brackish waters (Ref. 57225). In the Atlantic, it is found at an average depth of 40 m (Ref. 5288).  Benthic (Ref. 58302).  Observed to inflate itself greatly like the puffers (Ref. 5521).  Oviparous.  Males have more intense coloration and extended cutaneous appendages than females (Ref. 205).  Eggs are bound in ribbon-like sheath or mass of gelatinous mucus called 'egg raft' or 'veil' (Ref. 6773).",NA,0.500199973583221,0,2,1992-05-19,14,2021-11-16,14,1994-08-22,NA
3258,"Antigonia",4504,"Lowe, 1843","Deepbody boarfish","Ancap_u2.jpg",NA,NA,NA,759,NA,1107,NA,"short and / or deep","R",NA,NA,0,0,0,1,"demersal","WaterAssumed",NA,NA,NA,50,900,5217,100,300,4952,NA,NA,NA,NA,20.5,NA,30.5,"TL",NA,NA,26340,15,"TL",NA,NA,27000,170,NA,5217,"ANCAP_U1",NA,NA,NA,5217,"minor commercial","unknown",NA,"Food fish.",NA,NA,"trawls",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Adults are found close to bottom while juveniles occur in mid water (Ref. 4952).  Feed on small mollusks and crustaceans (Ref. 5288).  Not regularly marketed (Ref. 5217).",NA,0.5,0,1,1991-05-01,2,2008-01-04,18,1994-08-31,NA
7651,"Antigonia",5978,"(Günther, 1860)","Indo-Pacific boarfish","Anrub_u1.jpg",NA,NA,NA,759,NA,1107,NA,"short and / or deep","R",NA,NA,0,0,0,1,"benthopelagic","WaterAssumed",NA,NA,NA,50,750,58302,NA,NA,NA,NA,NA,NA,NA,10,NA,15,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANRUB_U0",NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Found on the continental shelf (Ref. 75154). Larvae are pelagic (Ref. 68964).",NA,0.5,0,34,1993-03-18,2291,2015-11-23,NA,NA,NA
4922,"Anyperodon",5222,"(Valenciennes, 1828)","Slender grouper","Anleu_u0.jpg",NA,NA,NA,798,NA,3166,NA,"fusiform / normal","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,0,80,89707,5,50,37816,NA,NA,NA,NA,46,NA,65,"TL",NA,NA,11441,NA,NA,NA,NA,NA,NA,NA,NA,"ANLEU_U0",NA,NA,NA,171,"minor commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,1,0,1,1,0,0,0,1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,1,30874,"harmless",NA,"no special ability",NA,NA,1,"Solitary adults inhabit coral rich areas and clear waters on lagoon and seaward reefs (Ref 90102). They feed mainly on fishes and probably on crustaceans.  The distinctive blue and gold striped juveniles are mimics of the wrasse <i>Halichoeres purpurescens</i> (Ref. 39231) or dark damsels in surge zones (Ref. 48635). This allows the species to approach their preys.  Often seen in markets but not plentiful enough to be of commercial importance. Caught with hook-and-line, spear, and probably in traps (Ref. 39231). Sold in Hong Kong live fish markets (Ref. 27253).  Minimum depth reported taken from Ref. 128797.",NA,1,0,2,1992-01-31,2762,2023-06-13,14,1994-03-10,NA
8541,"Aphanopus",6181,"Norman, 1939","Smalleye scabbardfish","Apmic_u1.gif",NA,NA,NA,415,"Aphanopodinae",21,NA,"eel-like","R",NA,NA,0,0,0,1,"benthopelagic","WaterAssumed",NA,NA,NA,810,1022,26165,NA,NA,NA,NA,NA,NA,NA,73.2,NA,100,"SL",NA,NA,27121,NA,NA,NA,NA,NA,NA,NA,NA,"APMIC_U1",NA,NA,NA,6181,"bycatch","medium","Very questionable: based on ex-vessel price for species in this family","No special fishery.",NA,NA,"various gears",NA,0,0,0,0,0,1,0,0,1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Inhabits deeper waters of continental shelf and slope (Ref. 27121).",NA,0.507799983024597,0,18,1993-11-05,2648,2024-08-16,113,1998-09-10,NA
81,"Aphareus",9821,"(Lacepède, 1801)","Small toothed jobfish","Apfur_u3.jpg",NA,NA,NA,323,"Etelinae",4476,NA,"fusiform / normal","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,0,122,9710,NA,NA,NA,NA,NA,NA,NA,48,NA,70,"TL",NA,NA,5484,25,"SL",NA,NA,9821,906,NA,4887,"APFUR_U0",NA,NA,NA,171,"commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"hooks and lines","handlines (HL)",1,0,0,0,1,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,1,4887,"reports of ciguatera poisoning",30298,"no special ability",NA,NA,1,"Adults inhabit inshore coral and rocky reefs and in clear waters of lagoons (Ref. 9821).  Pelagic and benthopelagic (Ref. 58302).  Occur singly or in small groups.  Feed mainly on fishes, but also eat crustaceans.  Individuals with brilliant yellow on head may be nuptial males (Ref. 9821).  Often curious and approachable (Ref. 9710).  Marketed fresh.  Minimum depth reported taken from Ref. 128797.",NA,0.75,0,2,1990-10-17,2762,2023-06-14,NA,1995-10-06,NA
83,"Aphareus",55,"Cuvier, 1830","Rusty jobfish","Aprut_u2.jpg",NA,NA,NA,323,"Etelinae",4476,NA,"fusiform / normal","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,100,330,37816,NA,NA,NA,NA,NA,NA,NA,53.47,73.1,110,"TL",NA,NA,5484,79,"SL",NA,NA,37816,11325,NA,4887,"APRUT_U0",NA,NA,NA,171,"commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,"from 1,000 to 10,000","Hawaii (area 77)","various gears",NA,0,0,0,0,0,1,0,0,1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,1,4887,"harmless",NA,"no special ability",NA,NA,1,"Adults inhabit reefs and rocky bottom areas to depths of at least 100 m (Ref. 4887).  Found in pelagic and benthopelagic waters (Ref. 58302).  They feed on fishes, squids and crustaceans (Ref. 4887).  Marketed fresh (Ref. 37816).",NA,0.75,0,2,1990-10-17,2,2019-03-28,NA,1995-10-06,NA
61711,"Aphyocypris",87785,"(Nguyen & Doan, 1969)",NA,NA,NA,NA,NA,751,NA,10300,NA,"Elongated","O",NA,NA,0,1,0,0,"benthopelagic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,NA,NA,0.500999987125397,0,10,2004-07-30,65,2021-10-29,NA,NA,NA
61712,"Aphyocypris",87785,"(Mai, 1978)",NA,NA,NA,NA,NA,751,NA,10300,NA,"Elongated","O",NA,NA,0,1,0,0,"benthopelagic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,7.69999980926514,"NG",NA,NA,41414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,NA,NA,0.500999987125397,0,10,2004-07-30,65,2024-06-21,NA,NA,NA
54893,"Aphyocypris",87785,"Nichols & Pope, 1927",NA,"Ninor_u0.jpg",NA,NA,NA,751,NA,10300,NA,"elongated","O",NA,NA,0,1,1,0,"benthopelagic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10.4099998474121,"TL",NA,NA,132332,6.40000009536743,"SL",NA,NA,35840,12.0299997329712,NA,132332,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,NA,NA,0.500999987125397,0,10,2000-01-25,65,2024-11-12,NA,NA,NA
6383,"Apistus",3503,"(Bloch & Schneider, 1801)","Ocellated waspfish","Apcar_u5.jpg",NA,NA,NA,576,NA,4683,NA,"fusiform / normal","O",NA,"Genus <i>Hypodytes</i>, according to Paxton et al. 1989 (Ref. 7300).",0,0,0,1,"demersal","WaterAssumed",NA,NA,NA,14,60,30573,15,50,4313,NA,NA,NA,NA,10,NA,20,"TL",NA,NA,48635,10,"TL",NA,NA,3503,NA,NA,NA,"APCAR_U2",NA,NA,NA,30573,"minor commercial","unknown",NA,NA,NA,NA,"trawls","unspecified bottom trawls (TB)",1,0,0,0,0,1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"venomous",4716,"no special ability",NA,NA,1,"Inhabits soft bottoms of the continental shelf.  Primarily known from trawls over prawn-grounds but divers looking in suitable habitats can come across them, especially at night.  During the day it buries itself deep in the sand with just the eyes exposed.  When disturbed, it spreads its long pectoral fins with the bright upper color to deter predators.  It uses its fins to corner prey and has sensitive barbels below the mouth to detect those buried in the substrate (Ref. 48635).  Fin spines venomous (anterolateral glandular groove with venom gland (Ref. 57406))  (Ref. 30573).  Sold in small quantities either fresh or dried and salted in markets.  Minimum depth reported taken from Ref. 57178.",NA,1.125,0,10,1992-09-12,1472,2008-11-11,2,1994-08-23,NA
4756,"Aplocheilus",27139,"(Hamilton, 1822)","Blue panchax","Appan_m0.jpg",NA,NA,NA,476,NA,3270,NA,"fusiform / normal","O",NA,NA,0,1,1,0,"benthopelagic","WaterAssumed",NA,"non-migratory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,9,"TL",NA,NA,41236,5,"TL",NA,NA,41236,NA,NA,NA,"APPAN_U1",NA,NA,NA,NA,"minor commercial","unknown",NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,0,1,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on breeding",7020,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Occurs in lowland wetlands to estuaries and peats (Ref. 57235).  Found in ponds and ditches (Ref. 4835) canals (Ref. 1479), reservoirs and mangrove creeks (Ref. 13061).  Prefers clear water in areas with dense growth of rooted or floating macrophytes (Ref. 12693).  Sometimes occurring in hypersaline waters.  Feeds mainly on insects (Ref. 13061).  Utilized for mosquito control.  Is difficult to maintain in aquarium (Ref. 27139).  Rarely caught by commercial fishermen and not seen in markets (Ref. 12693).  Popular aquarium fish (Ref. 57235).",NA,0.50789999961853,0,2,1991-11-26,97,2018-04-04,14,1994-08-02,NA
7328,"Apocryptodon",5218,"(Bleeker, 1849)","Madura goby","Kequi_u0.jpg",NA,NA,NA,789,"Oxudercinae",8825,NA,"elongated","R",NA,NA,0,1,1,1,"demersal","Facultative",126274,"amphidromous",46888,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,9,"TL",NA,NA,12693,NA,NA,NA,NA,NA,7,NA,125282,"APMAD_U0",NA,NA,NA,559,"of no interest",NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,1,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Found in fresh and brackish waters (Ref. 4833).  Browses on diatoms; not active at low tide, staying in burrows made by <i>Alpheus bisincisus</i> and others.",NA,0.75,0,14,1993-02-12,65,2021-09-23,1,1994-03-24,NA
58152,"Apogon",10632,"Randall & Smith, 1988","Little tailband cardinalfish","Apcau_u2.jpg",NA,NA,NA,304,"Apogoninae",3391,NA,"fusiform / normal","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,0,40,126002,NA,NA,NA,NA,NA,NA,NA,10,NA,12,"SL",NA,NA,126002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Found in reefs or rocky substrate with caves and ledges at depths of less than 12 m (Ref. 10632); to 40 m (Ref, 126002).",NA,0.5,0,2,2001-06-29,14,2004-02-05,NA,NA,NA
5752,"Apogon",1602,"Rüppell, 1838","Ruby cardinalfish","Apcoc_u1.jpg",NA,NA,NA,304,"Apogoninae",3391,NA,"fusiform / normal","O",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,8,35,30874,NA,NA,NA,NA,NA,NA,NA,10,NA,6,"TL",NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,"APCOC_U0",NA,NA,NA,1602,"commercial","high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Occurs in sheltered reef flats, lagoon and seaward reefs to a depth of 17 m or more.  Feeds on small benthic crustaceans at night; cryptic under rocks or deep holes by day.",NA,0.5,0,14,1992-06-11,2648,2024-05-10,113,1997-01-17,NA
60052,"Apogon",40822,"Greenfield, 2001","Indian cardinalfish","Apind_u0.jpg",NA,NA,NA,304,"Apogoninae",3391,NA,"short and / or deep","R",NA,NA,0,0,0,1,"demersal","WaterAssumed",NA,NA,NA,6,8,40822,NA,NA,NA,NA,NA,NA,NA,10,NA,3.78999996185303,"SL",NA,NA,40822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,NA,NA,0.5,0,113,2003-01-09,2291,2013-07-22,NA,NA,NA
8008,"Apogon",4329,"Peters, 1876","Oblique-banded cardinalfish","Apsem_u9.jpg",NA,NA,NA,304,"Apogoninae",3391,NA,"short and / or deep","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,5,30,30874,NA,NA,NA,NA,NA,NA,NA,10,NA,7.5,"TL",NA,NA,48635,NA,NA,NA,NA,NA,NA,NA,NA,"APSEM_U2",NA,NA,NA,90102,"of no interest","high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Occurs inshore (Ref. 7300).  Rocky and rubble reef, secretive under pieces or in the back of low caves (Ref. 48635). Solitary and cryptic, hides under ledges and rocks (Ref 90102).",NA,0.5,0,34,1993-05-05,2648,2024-05-10,1,1994-03-23,NA
12906,"Apogon",2334,"Smith, 1961","Flame cardinalfish","Aptal_u5.jpg",NA,NA,NA,304,"Apogoninae",3391,NA,"short and / or deep","o",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,0,37,57178,NA,NA,NA,NA,NA,NA,NA,10,NA,14,"TL",NA,NA,2334,NA,NA,NA,NA,NA,NA,NA,NA,"APTAL_U7",NA,NA,NA,NA,NA,"high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Common in caves and under ledges. Solitary and seldom seen, hides under crevices during day (Ref 90102).",NA,0.5,0,14,1995-03-20,14,2015-03-11,303,2012-11-13,NA
23741,"Apogon",559,"Steindachner & Döderlein, 1883","Big red cardinalfish","Apuni_u1.jpg",NA,NA,NA,304,"Apogoninae",3391,NA,"short and / or deep","o",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,10,35,11890,NA,NA,NA,NA,NA,NA,NA,10,NA,14,"TL",NA,NA,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Inhabits coral reef (Ref. 75154).",NA,0.5,0,113,1996-06-06,949,2009-10-21,NA,NA,NA
6525,"Apolemichthys",48391,"(Cuvier, 1831)","Threespot angelfish","Aptri_uc.jpg",NA,NA,NA,460,NA,1767,NA,"short and / or deep","O",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,"non-migratory",NA,3,60,47838,NA,NA,NA,NA,NA,NA,NA,16,NA,26,"TL",NA,NA,48636,NA,NA,NA,NA,NA,NA,NA,NA,"APTRI_U6",NA,NA,NA,NA,"minor commercial","high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,1,0,1,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",4907,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Inhabits lagoon and seaward reefs (Ref. 9710); found near coral (Ref. 5953).  Feeds mainly on sponges and tunicates (Ref. 1602).  Juveniles secretive and occur below 25 m (Ref. 37816).  Adults in small but loose groups at moderate depths (Ref. 48636).  Frequently exported through the aquarium trade (Ref. 48391).",NA,0.501999974250793,0,14,1992-11-12,949,2011-12-01,113,1997-02-03,NA
84,"Aprion",55,"Valenciennes, 1830","Green jobfish","Apvir_u5.jpg",NA,NA,NA,323,"Etelinae",3066,NA,"fusiform / normal","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,0,180,9710,NA,NA,NA,32,125573,NA,NA,40.46,NA,112,"TL",NA,NA,7196,90,"TL",NA,NA,5450,15400,NA,40637,"APVIR_U3",NA,NA,NA,171,"highly commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,"from 50,000 to 100,000","Hawaii (area 77)","various gears",NA,0,0,0,0,0,1,0,0,1,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,1,4699,"reports of ciguatera poisoning",4690,"no special ability",NA,NA,1,"Adults inhabit open waters of deep lagoons, channels, or seaward reefs (Ref. 9710). Found in benthopelagic waters (Ref. 58302).  Usually seen singly, but also in groups. They feed mainly on fishes, but also on shrimps, crabs, cephalopods and planktonic organisms (Ref. 30573, 48635).  Mainly marketed fresh but also dried and salted.  Excellent eating.  Large individuals may be ciguatoxic (Ref. 37816).",NA,1,0,2,1990-10-17,2448,2021-11-19,NA,1995-10-06,NA
63728,"Araiocypris",75046,"Conway & Kottelat, 2008",NA,NA,NA,NA,NA,751,NA,10628,NA,"elongated","O",NA,NA,0,1,0,0,"benthopelagic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,3.3199999332428,"SL",3.04999995231628,"SL",75046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Found in a forest creek, apparently in the Ka Longo drainage (marks the border between Vietnam and China (known as Beilun He).  It is a small stream in the foothills.  The specimens were collected in a shallow bay (less than 40 cm deep), with slow water current and sandy bottom, adjacent to riffles (Ref. 75046).",NA,1,0,14,2008-04-17,NA,2008-04-17,NA,NA,NA
