autoctr,SpecCode,StockCode,EcologyRefNo,HabitatsRef,Neritic,SupraLittoralZone,Saltmarshes,LittoralZone,TidePools,Intertidal,SubLittoral,Caves,Oceanic,Epipelagic,Mesopelagic,Bathypelagic,Abyssopelagic,Hadopelagic,Estuaries,Mangroves,MarshesSwamps,CaveAnchialine,Stream,Lakes,Cave,Cave2,Herbivory2,HerbivoryRef,FeedingType,FeedingTypeRef,DietTroph,DietSeTroph,DietTLu,DietseTLu,DietRemark,DietRef,FoodTroph,FoodSeTroph,FoodRemark,FoodRef,AddRems,AssociationRef,Parasitism,Solitary,Symbiosis,Symphorism,Commensalism,Mutualism,Epiphytic,Schooling,SchoolingFrequency,SchoolingLifestage,Shoaling,ShoalingFrequency,ShoalingLifestage,SchoolShoalRef,AssociationsWith,AssociationsRemarks,OutsideHost,OHRemarks,InsideHost,IHRemarks,SubstrateRef,Benthic,Sessile,Mobile,Demersal,Endofauna,Pelagic,Megabenthos,Macrobenthos,Meiobenthos,SoftBottom,Sand,Coarse,Fine,Level,Sloping,Silt,Mud,Ooze,Detritus,Organic,HardBottom,Rocky,Rubble,Gravel,SpecialHabitatRef,Macrophyte,BedsBivalve,BedsRock,SeaGrassBeds,BedsOthers,CoralReefs,ReefExclusive,DropOffs,ReefFlats,Lagoons,Burrows,Tunnels,Guyots,Crevices,Seamounts,ColdSeeps,HydrothermalVents,DeepWaterCorals,Vegetation,Leaves,Stems,Roots,Driftwood,OInverterbrates,OIRemarks,Verterbrates,VRemarks,Pilings,RicePaddies,BoatHulls,Corals,SoftCorals,OnPolyp,BetweenPolyps,HardCorals,OnExoskeleton,InterstitialSpaces,Circadian1,Circadian2,Circadian3,BioAspect1,BioAspect2,BioAspect3,RemarksCircadian,CircadianRef,CircadianAlsoRef,Entered,Dateentered,Modified,Datemodified,Expert,Datechecked,TS,MoTaDieuKienVi
2687,4747,4971,33482,33482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,plants/detritus+animals (troph. 2.2-2.79),33482,grazing on aquatic plants,5543,NA,NA,NA,NA,NA,NA,2.99,0.4,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Occurs in clear lagoon and seaward reefs around isolated coral heads.  Prefers sandy bottoms of bays and lagoons rather than the coral reefs like most other Acanthuridae.   Herbivorous (Ref. 43650). Stomach is muscular and gizzard-like. Principal food items are benthic sediments and filamentous microalgae (Ref. 5543).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,58652,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,58534,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2000-03-02,309,2008-05-22,NA,NA,NA,
10086,4748,4972,58534,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1472,2007-09-04,1472,2007-10-18,NA,NA,NA,
10040,4749,4973,58652,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Also Ref. 58534.,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,58652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,58652,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1472,2007-08-31,1472,2007-09-04,NA,NA,NA,
2688,4750,4974,3921,3921,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly plants/detritus (troph. 2-2.19),3921,grazing on aquatic plants,NA,NA,NA,NA,NA,NA,NA,2,0,Trophic level and s.e. inferred from exclusive plant/detritus food items.,3921,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1997-03-09,1472,2007-09-04,NA,NA,NA,
2689,4752,4976,1441,1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,mainly animals (troph. 2.8 and up),1441,hunting macrofauna (predator),NA,NA,NA,NA,NA,NA,NA,3.45,0.47,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1999-09-21,NA,1999-09-21,NA,NA,NA,
2690,4755,4979,41072,41072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,plants/detritus+animals (troph. 2.2-2.79),41072,variable,NA,NA,NA,2.7,0.22,NA,75129,2.75,0.32,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"The species is common in large streams and reservoirs in Hong Kong but not favored as a table fish because the flesh is unpalatable and very bony; abundant in China where it is canned. The main bulk of the diet includes zooplankton, insects, crustaceans, algae and detritus.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,2002-01-23,1287,2018-04-04,NA,NA,NA,
2691,4756,4980,13061,13061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),13061,NA,NA,NA,NA,NA,NA,NA,NA,3.2,0.4,Tentative trophic level derived from 1 + troph of a single food item,NA,Recorded as having been or being farmed in rice fields (Ref. 119549).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,-1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1999-11-29,14,2019-07-31,NA,NA,NA,
2693,4758,4982,5258,45563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,plants/detritus+animals (troph. 2.2-2.79),5258,grazing on aquatic plants,NA,NA,NA,NA,NA,NA,NA,2.74,0.31,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Lives in clear and slow-moving mountain brooks. Can withstand when water temperature fell to 5oC (Ref. 45563).  Feeds on detritus and zooplankton (Ref. 5258, 45563).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1997-03-16,309,2003-03-07,NA,NA,NA,
8109,4761,4986,42247,42247,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),42247,hunting macrofauna (predator),42247,3.7,0.36,3.59,0.569999992847443,Troph of juv./adults from 1 study.,55797,4.01,0.68,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Inhabits offshore reefs (Ref. 9563).  Demersal fish and a carnivore (Ref. 42247).  Feeds on benthic invertebrates.  Dwells in benthic sandy substrates (Ref. 127989).  Inhabits shallow waters, over scattered reefs and rocky areas.  Scavenger.  Feeds on encrusting organisms and floating detritus (Ref. 9773).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,127989,-1,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,58534,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,2003-09-09,2762,2024-02-07,NA,NA,NA,
2698,4764,4988,26986,26986,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),26986,hunting macrofauna (predator),NA,4.5,0.78,NA,NA,Troph of adults and juv./adults from 1 study.,NA,4.37,0.77,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Found on the continental shelf (Ref. 75154).  A carnivore (Ref. 9137).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,75154,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1999-12-07,1472,2008-09-01,574,2001-05-28,NA,
2699,4765,4989,6129,6129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),6130,hunting macrofauna (predator),6130,2.98,NA,2.92,0.32,Troph of adults from 1 study.,13497,2.95,0.31,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Feeds mainly on insects (Ref. 13497).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1993-09-22,309,2004-09-16,NA,NA,NA,
2126,4768,4992,12693,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,mainly animals (troph. 2.8 and up),12693,NA,NA,NA,NA,NA,NA,NA,NA,3.25,0.412,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Recorded from rice fields (Ref. 12693).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,2000-10-10,97,2015-09-17,NA,NA,NA,
2130,4773,4997,26855,26855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,plants/detritus+animals (troph. 2.2-2.79),7020,variable,7020,NA,NA,NA,NA,NA,NA,2.95,0.34,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Feeds on worms, crustaceans, insects and plant matter.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2000-11-08,574,2000-11-26,574,2000-11-26,NA,
2132,4777,5001,4537,5258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,mainly animals (troph. 2.8 and up),4537,hunting macrofauna (predator),4537,NA,NA,NA,NA,NA,NA,3.78,0.55,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Can colonize stagnant water bodies with very low oxygen content (air breather). Occurs in streams, paddy fields and ditches (Ref. 5258). Feeds on small aquatic animals including small fish.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2000-11-08,NA,2000-11-08,NA,NA,NA,
12438,4784,5008,117603,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2237,2018-04-04,2761,2023-11-06,NA,NA,NA,
2706,4794,5022,9497,9497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,mainly animals (troph. 2.8 and up),9497,hunting macrofauna (predator),9497,NA,NA,NA,NA,NA,NA,2.88,0.34,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Effects annual upstream non-reproductive and downstream reproductive migrations.,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1995-06-30,NA,2000-08-26,NA,NA,NA,
2708,4797,5026,9497,9497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),9497,hunting macrofauna (predator),NA,NA,NA,NA,NA,NA,NA,2.75999999046326,0.2989,Trophic level estimated from a number of food items using a randomized resampling routine.,9497,Feeds on the seeds of terrestrial plants (Ref. 9497) and on insects and zooplankton (Ref. 33813). Adults consume more plant matter (Ref. 12693).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1997-03-16,309,2004-09-28,NA,NA,NA,
2712,4803,5032,8609,8609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),8609,hunting macrofauna (predator),12975,4.24,0.75,4.31,0.8,Troph of juv./adults from 1 study.,13497,3.26999998092651,0.5298,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Lives in rivers and lakes, and likes to stay in slow-flowing waters (Ref. 45536).  Feeds on fish, prawns, insects and insect larvae. Becomes piscivorous upon reaching 20 cm (Ref. 8609).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1997-03-24,309,2004-09-28,711,2001-05-10,NA,
2714,4805,5034,33813,33813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),12693,hunting macrofauna (predator),12975,NA,NA,NA,NA,NA,55076,3.7,0.58,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Occurs in shallow, open water and is capable of lying buried in mud for lengthy period if ponds and lakes evaporate during dry seasons (Ref. 9987).  Can move out of the water using its extended fins (Ref. 9987).  Found in medium to large-sized rivers, stagnant water bodies including sluggish flowing canals and flooded fields of the Mekong (Ref. 12975).  Spawns in small streams (Ref. 9987).  Feeds on aquatic insects, young shrimps and small fishes (Ref. 6459).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,-1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2000-04-28,14,2019-07-31,NA,NA,NA,
2715,4806,5035,12693,NA,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,mainly animals (troph. 2.8 and up),NA,hunting macrofauna (predator),NA,NA,NA,NA,NA,NA,NA,3.91,0.56,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Found in shallow waters; common in estuaries; may enter lower reaches of rivers. Can tolerate fresh water only within a narrow temperature (23-26°C).  Also inhabits coral reefs (Ref. 58534).  Juveniles and/or adults are found in creeks, inlets, intertidal mud flats and subtidal edge of mud flats (Ref. 121464).  Feeds mainly at night on crustaceans, but also takes small fishes, fish eggs and larvae in estuaries (Ref. 7248).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,2000-10-09,2495,2020-01-17,NA,NA,NA,
2716,4807,5036,12693,43081,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,mainly animals (troph. 2.8 and up),12693,hunting macrofauna (predator),NA,NA,NA,NA,NA,NA,NA,3.54,0.41,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Juveniles use mangroves as nursery ground. Adults occur up to 140m depth on continental shelf; juveniles occur in turbid waters and prefer muddy bottom (Ref. 43081).  Dwells in muddy and sandy substrates.  Known to enter brackish waters.  Feeds on benthic invertebrates, shrimp, crabs and marine worms (Ref. 9773).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,9773,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,2000-10-10,2762,2023-12-06,NA,NA,NA,
2718,4809,5038,31455,31455,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),31455,hunting macrofauna (predator),NA,3.02,NA,NA,NA,Troph of adults from 1 study.,51145,2.74,0.21,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Found in coastal waters.  Enters estuaries (Ref. 4833).  Diet depend on size; small fish (<6.9 cm) eat small crustaceans including copepods, whereas larger fish (>7.0 cm) have a generalized diet of amphipods, polychaetes and detritus (Ref. 31455).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2000-05-10,1472,2008-05-26,NA,NA,NA,
2719,4810,5039,30463,30463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),30463,hunting macrofauna (predator),NA,NA,NA,NA,NA,NA,NA,2.96000003814697,0.3266,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Juveniles and/or adults are found in mangrove creeks and far inshore waters (Ref. 121464).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1999-06-10,2495,2020-01-17,NA,NA,NA,
2720,4811,5040,4959,4959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,mainly animals (troph. 2.8 and up),4959,variable,4959,NA,NA,3.22,0.24,NA,26569,2.71,0.27,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Between February and May, adults are less abundant in estuary. Feeds on invertebrates (Ref. 4959).  Also Ref. 58652.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1993-01-14,1472,2007-09-03,NA,NA,NA,
2724,4816,5045,30463,30463,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,plants/detritus+animals (troph. 2.2-2.79),56100,browsing on substrate,56100,NA,NA,NA,NA,NA,NA,2.8,0.17,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Inhabits coral reefs (Ref. 58534).  Occur in shallow coastal waters and from brackish to freshwater regions of rivers (Refs. 41299, 9773).  Juveniles and/or adults are found in mangrove creeks, inlets and  intertidal mud flats (Refs. 121464, 9773).  Form schools (Ref. 40448); in larger aggregations during spawning, which takes place at sea (Ref. 3468).  Feed on small algae, diatoms, forams, benthic polychaetes, crustaceans, mollusks, organic matter and detritus (Also Ref. 9773); fry feed on copepods and floating algae (Ref. 40448).  Changes in the feeding habits from planktonic organisms and migratory zooplankton to meiobenthos which takes place between 0.1 and 0.2 cm length, and a switch from meiobenthos to microbenthos between 0.15 and 0.25 cm length (Ref. 56101).  Gill-raker filaments were found in the stomach captured using gill net.  Mullets struggle to be free of the constricting meshes, food is often regurgitated at an early stage, gasping of oxygen would then easily cause gill-rakers, broken loose in the struggle, to be swalowed (Ref. 74739).",NA,0,0,0,0,0,0,0,-1,NA,NA,0,NA,NA,40448,NA,NA,0,NA,0,NA,121464,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,9773,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1999-06-10,2762,2024-01-25,NA,NA,NA,
2725,4817,5046,28085,28085,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,mainly plants/detritus (troph. 2-2.19),28085,grazing on aquatic plants,56548,NA,NA,NA,NA,NA,NA,2.22,0.11,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Inhabit coastal waters, including estuaries and rivers (Ref. 5213).  Young fish frequent estuaries and also ascend rivers and coastal creeks (Ref. 2847).  Feed on algae, diatoms, detritus, and crustaceans (Ref. 9812).  Changes in the feeding habits from planktonic organisms and migratory zooplankton to meiobenthos which takes place between 0.1 and 0.2 cm, and a switch from meiobenthos to microbenthos between 0.15 and 0.25 cm (Ref. 56101).  Gill-raker filaments were found in the stomach captured using gill net.  Mullets struggle to be free of the constricting meshes, food is often regurgitated at an early stage, subsequent gasping of oxygen would then easily cause gill-rakers, broken loose in the struggle, to be swalowed (Ref. 74739).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,75154,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2000-02-22,1472,2008-10-28,NA,NA,NA,
2800,4819,5048,4587,4587,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,mainly plants/detritus (troph. 2-2.19),4587,grazing on aquatic plants,4587,NA,NA,NA,NA,NA,NA,2.74,0.3,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Inhabits coral reefs (Ref. 58534).  Form schools in shallow coastal waters and enters lagoons, estuaries, and fresh water to feed (Ref. 9812).  Juveniles may enter rice fields and mangroves (Ref. 9812). Feeds on plants and zooplankton (Ref. 6935, 4587). Feed on small algae, diatoms and benthic detrital material taken in with sand and mud; fry take zooplankton, diatoms, detrital material and inorganic sediment (Ref. 9812).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,119549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,-1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1992-08-25,97,2015-09-17,155,1995-10-02,NA,
